Title,ISSN,Type,SJR,Year
"12th Canadian Workshop on Information Theory, CWIT 2011",-,conference and proceedings,"0,195",2014
12th Conference and Exhibition Engineering Geophysics 2016,-,conference and proceedings,"0,100",2019
"12th Conference on Applied Mathematics, APLIMAT 2013, Proceedings",-,conference and proceedings,"0,103",2016
"12th Conference on Cloud Physics, and 12th Conference on Atmospheric Radiation",-,conference and proceedings,"0,210",2009
12th Conference on Mesoscale Processes,-,conference and proceedings,"0,119",2010
"12th Conference-Seminar: International School on Nonsinusoidal Currents and Compensation, ISNCC 2015 - Conference Proceedings",-,conference and proceedings,"0,171",2018
"12th Eurographics Symposium on Virtual Environments, EGVE 2006",-,conference and proceedings,"0,107",2009
"12th Euromicro Conference on Digital System Design: Architectures, Methods and Tools, DSD 2009",-,conference and proceedings,"0,159",2012
"12th European Concurrent Engineering Conference 2005, ECEC 2005",-,conference and proceedings,"0,103",2008
"12th European Wireless Conference 2006 - Enabling Technologies for Wireless Multimedia Communications, European Wireless 2006",-,conference and proceedings,"0,122",2009
"12th FPGAworld Conference, FPGAworld 2015 - Academic Proceedings 2015",-,conference and proceedings,"0,106",2018
"12th GAMM - IMACS International Symposium on Scientific Computing, Computer Arithmetic and Validated Numerics, SCAN 2006, Conference Post-Proceedings",-,conference and proceedings,"0,218",2009
"12th IEEE International Conference Electronics, Energy, Environment, Communication, Computer, Control: (E3-C3), INDICON 2015",-,conference and proceedings,"0,146",2019
"12th IEEE International Conference on Advanced Thermal Processing of Semiconductors, RTP 2004",-,conference and proceedings,"0,105",2007
"12th IEEE International Conference on Communication Systems 2010, ICCS 2010",-,conference and proceedings,"0,203",2013
"12th IEEE International Conference on e-Health Networking, Application and Services, Healthcom 2010",-,conference and proceedings,"0,168",2013
"12th IEEE International Symposium on Computational Intelligence and Informatics, CINTI 2011 - Proceedings",-,conference and proceedings,"0,139",2014
"12th IEEE International Symposium on Safety, Security and Rescue Robotics, SSRR 2014 - Symposium Proceedings",-,conference and proceedings,"0,223",2017
"12th IEEE Workshop on Signal Propagation on Interconnects, SPI",-,conference and proceedings,"0,132",2011
"12th IET International Conference on Developments in Power System Protection, DPSP 2014",-,conference and proceedings,"0,197",2017
"12th IMEKO TC10 Workshop on New Perspectives in Measurements, Tools and Techniques for Industrial Applications 2013",-,conference and proceedings,"0,107",2016
"12th IMEKO TC10 Workshop on Technical Diagnostics: New Perspective in Measurements, Tools and Techniques for Industrial Applications, Proceedings",-,conference and proceedings,"0,115",2016
"12th IMEKO TC5 Conference on the Measurement of Hardness 2014, Held Together with TC3 and TC22",-,conference and proceedings,"0,104",2017
"12th Iberoamerican Conference on Requirements Engineering and Software Environments, IDEAS 2009",-,conference and proceedings,"0,110",2012
"12th Int. Conference on Harbor, Maritime and Multimodal Logistics Modeling and Simulation, HMS 2010, Held at the International Mediterranean and Latin American Modeling Multiconference, I3M 2010",-,conference and proceedings,"0,114",2013
"12th International AAAI Conference on Web and Social Media, ICWSM 2018",-,conference and proceedings,"0,358",2020
"12th International ACM Workshop on Data Engineering for Wireless and Mobile Acess, MobiDE 2013 - In Conjunction with the ACM SIGMOD/PODS 2013",-,conference and proceedings,"0,173",2016
"12th International Advanced Automotive Battery Conference, AABC 2012, Proceedings of the AABTAM 2012 Symposium - Advanced Automotive Battery Technology, Application and Market",-,conference and proceedings,"0,101",2015
"12th International Advanced Automotive Battery Conference, AABC 2012, Proceedings of the LLIBTA 2012 Symposium - Large Lithium Ion Battery Technology and Application",-,conference and proceedings,"0,101",2015
"12th International Conference ELEKTRO 2018, 2018 ELEKTRO Conference Proceedings",-,conference and proceedings,"0,136",2020
"12th International Conference and Seminar on Micro/Nanotechnologies and Electron Devices, EDM'2011 - Proceedings",-,conference and proceedings,"0,111",2014
"12th International Conference of the Association Information and Management 2007, AIM 2007",-,conference and proceedings,"0,100",2010
"12th International Conference of the Slovenian Society for Non-Destructive Testing: Application of Contemporary Non-Destructive Testing in Engineering, ICNDT 2013 - Conference Proceedings",-,conference and proceedings,"0,102",2016
"12th International Conference on Advances in Mobile Computing and Multimedia, MoMM 2014",-,conference and proceedings,"0,121",2017
"12th International Conference on Applications of Statistics and Probability in Civil Engineering, ICASP 2015",-,conference and proceedings,"0,283",2018
"12th International Conference on Autonomous Agents and Multiagent Systems 2013, AAMAS 2013",-,conference and proceedings,"0,233",2017
"12th International Conference on Computability and Complexity in Analysis, CCA 2015 - Proceedings",-,conference and proceedings,"0,101",2020
12th International Conference on Computer Methods and Advances in Geomechanics 2008,-,conference and proceedings,"0,132",2011
"12th International Conference on Emerging Nuclear Energy Systems 2005, ICENES 2005",-,conference and proceedings,"0,101",2008
"12th International Conference on Environment and Electrical Engineering, EEEIC 2013",-,conference and proceedings,"0,178",2016
"12th International Conference on Fluidized Bed Technology, CFB 2017",-,conference and proceedings,"0,116",2020
"12th International Conference on Fracture 2009, ICF-12",-,conference and proceedings,"0,113",2012
12th International Conference on Indoor Air Quality and Climate 2011,-,conference and proceedings,"0,106",2014
"12th International Conference on Intelligent Engineering Systems - Proceedings, INES 2008",-,conference and proceedings,"0,126",2011
"12th International Conference on Intelligent Games and Simulation, GAME-ON 2011",-,conference and proceedings,"0,102",2014
"12th International Conference on Intelligent Technologies in Logistics and Mechatronics Systems, ITELMS 2018",-,conference and proceedings,"0,119",2020
12th International Conference on Miniaturized Systems for Chemistry and Life Sciences - The Proceedings of MicroTAS 2008 Conference,-,conference and proceedings,"0,121",2011
"12th International Conference on Mining with Backfill 2017, Minefill 2017",-,conference and proceedings,"0,101",2020
"12th International Conference on Modeling and Applied Simulation, MAS 2013, Held at the International Multidisciplinary Modeling and Simulation Multiconference, I3M 2013",-,conference and proceedings,"0,101",2016
12th International Conference on Multiphase Production Technology '05,-,conference and proceedings,"0,102",2008
"12th International Conference on Scientometrics and Informetrics, ISSI 2009",-,conference and proceedings,"0,188",2012
"12th International Conference on Stability, Handling and Use of Liquid Fuels 2011",-,conference and proceedings,"0,137",2014
"12th International Conference on the Mediterranean Coastal Environment, MEDCOAST 2015",-,conference and proceedings,"0,122",2018
"12th International Congress on Sound and Vibration 2005, ICSV 2005",-,conference and proceedings,"0,129",2009
"12th International Energy Conversion Engineering Conference, IECEC 2014",-,conference and proceedings,"0,102",2017
"12th International ISC Conference on Information Security and Cryptology, ISCISC 2015",-,conference and proceedings,"0,231",2019
"12th International Industrial Simulation Conference 2014, ISC 2014",-,conference and proceedings,"0,121",2017
"12th International Multi-Conference on Systems, Signals and Devices, SSD 2015",-,conference and proceedings,"0,126",2018
"12th International Multidisciplinary Scientific GeoConference and EXPO - Modern Management of Mine Producing, Geology and Environmental Protection, SGEM 2012",-,conference and proceedings,"0,129",2015
"12th International Space Syntax Symposium, SSS 2019",-,conference and proceedings,"0,113",2020
12th International Symposium on Aerodynamics and Ventilation of Vehicle Tunnels,-,conference and proceedings,"0,118",2009
12th International Symposium on District Heating and Cooling,-,conference and proceedings,"0,127",2013
"12th International Symposium on Programming and Systems, ISPS 2015",-,conference and proceedings,"0,162",2018
"12th International Symposium on Reconfigurable Communication-Centric Systems-on-Chip, ReCoSoC 2017 - Proceedings",-,conference and proceedings,"0,262",2020
"12th International Transportation Specialty Conference 2018, Held as Part of the Canadian Society for Civil Engineering Annual Conference 2018",-,conference and proceedings,"0,123",2020
"12th International Workshop on Critical Point and Onset of Deconfinement, CPOD 2018",-,conference and proceedings,"0,359",2020
"12th International Workshop on High-pT Physics in the RHIC/LHC Era, HPT 2017",-,conference and proceedings,"0,101",2020
"12th International Workshop on Robot Motion and Control, RoMoCo 2019 - Workshop Proceedings",-,conference and proceedings,"0,148",2020
"12th International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization, WSOM 2017 - Proceedings",-,conference and proceedings,"0,147",2020
12th Lighter-Than-Air Systems Technology Conference,-,conference and proceedings,"0,101",2000
"12th Marcel Grossmann Meeting on Recent Dev. in Theoretical and Experimental General Relativity, Astrophysics and Relativistic Field Theories - Proc. of the MG 2009 Meeting on General Relativity",-,conference and proceedings,"0,128",2015
"12th Middle Eastern Simulation and Modelling Multiconference, MESM 2011 - 2nd GAMEON-ARABIA Conference, GAMEON-ARABIA 2011",-,conference and proceedings,"0,104",2014
"12th National and the 6th International Conference on e-Learning and e-Teaching, ICELET 2018",-,conference and proceedings,"0,105",2020
12th Natural Gas Conversion Symposium 2019,-,conference and proceedings,"0,100",2020
"12th TAPPI Advanced Coating Fundamentals Symposium Proceedings, Co-located with the 16th International Coating Science and Technology Symposium, ISCST 2012",-,conference and proceedings,"0,128",2015
12th Topical Conference on Gas Utilization 2012 - Topical Conference at the 2012 AIChE Spring Meeting and 8th Global Congress on Process Safety,-,conference and proceedings,"0,101",2015
"12th UK-Europe-China Workshop on Millimeter Waves and Terahertz Technologies, UCMMT 2019",-,conference and proceedings,"0,122",2020
12th USA/Europe Air Traffic Management R and D Seminar,-,conference and proceedings,"0,195",2020
"12th USENIX Workshop on Cyber Security Experimentation and Test, CSET 2019, co-located with USENIX Security 2019",-,conference and proceedings,"0,121",2020
"12th WSEAS International Conference on Automatic Control, Modelling and Simulation, ACMOS '10",-,conference and proceedings,"0,119",2013
"12th WSEAS International Conference on Mathematical Methods, Computational Techniques and Intelligent Systems, MAMECTIS '10",-,conference and proceedings,"0,102",2013
